Time	Open	High	Low	Close	Volume	Spread
2012-02-05 00:00:00	1.07517	1.07673	1.07357	1.07506	6118	41
2012-02-06 00:00:00	1.07506	1.07567	1.06828	1.07196	179819	15
2012-02-07 00:00:00	1.07193	1.08224	1.07015	1.07938	214715	15
2012-02-08 00:00:00	1.07938	1.0844	1.07676	1.07854	201540	14
2012-02-09 00:00:00	1.07854	1.08242	1.07386	1.07667	225725	12
2012-02-10 00:00:00	1.07667	1.07741	1.06398	1.06721	207168	12
2012-02-12 00:00:00	1.06856	1.07232	1.06779	1.07087	11706	31
2012-02-13 00:00:00	1.07086	1.07779	1.06861	1.0703	204552	14
2012-02-14 00:00:00	1.0703	1.07327	1.06289	1.06993	214128	14
2012-02-15 00:00:00	1.06993	1.07758	1.06679	1.06847	220549	12
2012-02-16 00:00:00	1.06847	1.0773	1.06455	1.07497	225285	13
2012-02-17 00:00:00	1.07503	1.07991	1.06882	1.07053	170100	9
2012-02-19 00:00:00	1.077	1.08154	1.07638	1.07986	12256	26
2012-02-20 00:00:00	1.07986	1.08003	1.07138	1.07233	118531	13
2012-02-21 00:00:00	1.07233	1.07493	1.06445	1.06726	202645	14
2012-02-22 00:00:00	1.06726	1.06857	1.06047	1.06328	203745	12
2012-02-23 00:00:00	1.06327	1.07383	1.05974	1.07271	180675	13
2012-02-24 00:00:00	1.07268	1.07545	1.06867	1.06925	161831	12
2012-02-26 00:00:00	1.07042	1.07153	1.06848	1.06929	11894	38
2012-02-27 00:00:00	1.06929	1.07838	1.06499	1.07573	180303	16
2012-02-28 00:00:00	1.07574	1.07986	1.07287	1.07983	173621	14
2012-02-29 00:00:00	1.07984	1.08563	1.07153	1.07419	207211	14
2012-03-01 00:00:00	1.07423	1.08163	1.07244	1.08095	192928	13
2012-03-02 00:00:00	1.08095	1.08158	1.07267	1.0731	155078	14
2012-03-04 00:00:00	1.07396	1.07431	1.07193	1.07195	4699	30
2012-03-05 00:00:00	1.07191	1.07393	1.06559	1.0674	162077	17
2012-03-06 00:00:00	1.0674	1.06909	1.05248	1.05646	208806	13
2012-03-07 00:00:00	1.05646	1.0593	1.05089	1.05657	179954	13
2012-03-08 00:00:00	1.05657	1.06693	1.05315	1.06436	179411	14
2012-03-09 00:00:00	1.06437	1.06632	1.05638	1.05747	158808	13
2012-03-11 00:00:00	1.05568	1.05751	1.05543	1.05603	6113	37
2012-03-12 00:00:00	1.05603	1.05605	1.04733	1.05304	155608	14
2012-03-13 00:00:00	1.05304	1.05607	1.0485	1.05396	174044	12
2012-03-14 00:00:00	1.05396	1.05491	1.04275	1.04382	175160	12
2012-03-15 00:00:00	1.04386	1.0554	1.04226	1.05173	181336	13
2012-03-16 00:00:00	1.05173	1.05973	1.05088	1.05882	143617	12
2012-03-18 00:00:00	1.05928	1.06131	1.05754	1.06003	7037	35
2012-03-19 00:00:00	1.06003	1.06367	1.05575	1.05963	150678	12
2012-03-20 00:00:00	1.05967	1.06247	1.04569	1.04838	177490	12
2012-03-21 00:00:00	1.04838	1.05268	1.0421	1.04588	176971	12
2012-03-22 00:00:00	1.04588	1.04832	1.03361	1.03987	198360	13
2012-03-23 00:00:00	1.03987	1.04819	1.03716	1.04642	160351	12
2012-03-25 00:00:00	1.04621	1.04917	1.04592	1.0486	7403	29
2012-03-26 00:00:00	1.0486	1.05451	1.04263	1.05272	166360	13
2012-03-27 00:00:00	1.05271	1.05575	1.04401	1.04417	163194	12
2012-03-28 00:00:00	1.04417	1.04466	1.03555	1.03911	192660	13
2012-03-29 00:00:00	1.03911	1.03968	1.03043	1.0373	200301	13
2012-03-30 00:00:00	1.03736	1.0415	1.03386	1.03427	158032	14
2012-04-01 00:00:00	1.0448	1.04528	1.04242	1.04249	11828	40
2012-04-02 00:00:00	1.04247	1.04439	1.0366	1.04251	172944	13
2012-04-03 00:00:00	1.04253	1.04635	1.03008	1.03051	194142	13
2012-04-04 00:00:00	1.03048	1.03109	1.02433	1.02787	187659	11
2012-04-05 00:00:00	1.02786	1.03229	1.02518	1.02936	151716	12
2012-04-06 00:00:00	1.02936	1.0336	1.02723	1.03099	58572	16
2012-04-08 00:00:00	1.02956	1.02996	1.0279	1.02899	6172	51
2012-04-09 00:00:00	1.02898	1.0332	1.02568	1.03058	99296	17
2012-04-10 00:00:00	1.03057	1.03561	1.02271	1.02271	179562	14
2012-04-11 00:00:00	1.0227	1.03324	1.02257	1.03181	170023	13
2012-04-12 00:00:00	1.03181	1.04494	1.03033	1.04358	182286	12
2012-04-13 00:00:00	1.04358	1.04518	1.03559	1.0371	161288	14
2012-04-15 00:00:00	1.03707	1.03798	1.0336	1.03388	9589	50
2012-04-16 00:00:00	1.03388	1.03788	1.03107	1.03511	183533	13
2012-04-17 00:00:00	1.03508	1.04181	1.03043	1.0405	170111	12
2012-04-18 00:00:00	1.0405	1.04157	1.03403	1.03685	170827	14
2012-04-19 00:00:00	1.03685	1.03908	1.03131	1.0344	187046	13
2012-04-20 00:00:00	1.0344	1.03832	1.03087	1.03761	148908	14
2012-04-22 00:00:00	1.03679	1.03837	1.03659	1.03817	5407	41
2012-04-23 00:00:00	1.03816	1.03828	1.0271	1.03067	160671	13
2012-04-24 00:00:00	1.03064	1.03356	1.02467	1.03337	166320	15
2012-04-25 00:00:00	1.03337	1.03746	1.03059	1.03605	166040	13
2012-04-26 00:00:00	1.03605	1.03987	1.03501	1.0369	161735	13
2012-04-27 00:00:00	1.0369	1.04736	1.0353	1.04696	150226	13
2012-04-29 00:00:00	1.04561	1.04692	1.04508	1.04538	5183	43
2012-04-30 00:00:00	1.04538	1.04609	1.04057	1.04226	130481	14
2012-05-01 00:00:00	1.0423	1.04273	1.03046	1.03366	118696	14
2012-05-02 00:00:00	1.03366	1.03548	1.0284	1.03055	152077	14
2012-05-03 00:00:00	1.03055	1.03139	1.0239	1.02647	137564	14
2012-05-04 00:00:00	1.02647	1.02777	1.01694	1.01772	140734	13
2012-05-06 00:00:00	1.01522	1.01612	1.01135	1.012	15599	48
2012-05-07 00:00:00	1.01206	1.02194	1.01096	1.02129	151049	15
2012-05-08 00:00:00	1.02129	1.02157	1.0088	1.00987	178042	14
2012-05-09 00:00:00	1.0099	1.01157	1.00207	1.00517	211322	13
2012-05-10 00:00:00	1.00517	1.01428	1.00472	1.00578	207018	14
2012-05-11 00:00:00	1.00578	1.00817	1.00175	1.00177	181196	14
2012-05-13 00:00:00	1.0011	1.00235	1.00067	1.00201	12139	45
2012-05-14 00:00:00	1.00201	1.00344	0.99556	0.99709	182798	15
2012-05-15 00:00:00	0.99707	1.00147	0.9921	0.99431	197673	15
2012-05-16 00:00:00	0.99431	0.99675	0.987	0.99306	223342	15
2012-05-17 00:00:00	0.99308	0.99634	0.98821	0.9893	213721	14
2012-05-18 00:00:00	0.9893	0.9893	0.97946	0.98437	216090	13
2012-05-20 00:00:00	0.98367	0.98517	0.98028	0.98363	11483	35
2012-05-21 00:00:00	0.98362	0.99177	0.98145	0.99144	199387	14
2012-05-22 00:00:00	0.99144	0.99342	0.9761	0.97684	207691	12
2012-05-23 00:00:00	0.97684	0.97792	0.96894	0.97271	235174	14
2012-05-24 00:00:00	0.97271	0.98132	0.97117	0.9764	228291	15
2012-05-25 00:00:00	0.9764	0.9799	0.97259	0.97562	179639	15
2012-05-27 00:00:00	0.9813	0.98321	0.97964	0.98131	13191	52
2012-05-28 00:00:00	0.98129	0.98879	0.98112	0.98157	140803	13
2012-05-29 00:00:00	0.98156	0.98972	0.98	0.98263	214561	15
2012-05-30 00:00:00	0.98263	0.98329	0.9697	0.97024	234667	16
2012-05-31 00:00:00	0.97026	0.97699	0.96727	0.97192	233808	13
2012-06-01 00:00:00	0.97196	0.97218	0.9581	0.96942	237762	14
2012-06-03 00:00:00	0.96976	0.97063	0.9641	0.9642	15835	34
2012-06-04 00:00:00	0.9642	0.97508	0.96272	0.97502	199728	14
2012-06-05 00:00:00	0.97502	0.98032	0.971	0.97734	224463	15
2012-06-06 00:00:00	0.97734	0.99317	0.97648	0.99098	235449	15
2012-06-07 00:00:00	0.99098	1.00021	0.98778	0.99101	221449	14
2012-06-08 00:00:00	0.99101	0.99394	0.98204	0.99136	211789	15
2012-06-10 00:00:00	0.99845	1.00069	0.99658	0.99834	14122	47
2012-06-11 00:00:00	0.99834	0.99942	0.98497	0.9875	208213	14
2012-06-12 00:00:00	0.98749	0.99671	0.9866	0.99534	214915	14
2012-06-13 00:00:00	0.99411	1.00034	0.99286	0.9949	187376	14
2012-06-14 00:00:00	0.99491	1.00324	0.99216	1.00083	214700	14
2012-06-15 00:00:00	1.00084	1.00891	0.99939	1.00797	173540	14
2012-06-17 00:00:00	1.01138	1.0131	1.0105	1.01127	11525	53
2012-06-18 00:00:00	1.01127	1.01415	1.00562	1.01107	208415	16
2012-06-19 00:00:00	1.01107	1.02006	1.01036	1.01763	208049	14
2012-06-20 00:00:00	1.01763	1.02235	1.01325	1.01937	221490	14
2012-06-21 00:00:00	1.01937	1.01942	1.0028	1.00427	235594	14
2012-06-22 00:00:00	1.00427	1.00767	1.00078	1.00631	189933	14
2012-06-24 00:00:00	1.00432	1.0053	1.003	1.00378	7936	56
2012-06-25 00:00:00	1.00382	1.00397	0.99684	1.0011	192228	13
2012-06-26 00:00:00	1.0011	1.00837	1.001	1.00464	209200	13
2012-06-27 00:00:00	1.00464	1.00888	1.00398	1.00732	186681	14
2012-06-28 00:00:00	1.00733	1.01257	0.99955	1.00314	235237	14
2012-06-29 00:00:00	1.00314	1.02572	1.00197	1.0237	250366	13
2012-07-01 00:00:00	1.02613	1.02681	1.0235	1.02368	9265	56
2012-07-02 00:00:00	1.02368	1.02775	1.0212	1.02348	192293	13
2012-07-03 00:00:00	1.02349	1.02963	1.0229	1.02832	177422	13
2012-07-04 00:00:00	1.0283	1.03193	1.0261	1.0264	140464	14
2012-07-05 00:00:00	1.0264	1.03286	1.02425	1.02804	203926	15
2012-07-06 00:00:00	1.02804	1.02879	1.01794	1.0207	180145	13
2012-07-08 00:00:00	1.01959	1.02117	1.0178	1.01951	11169	44
2012-07-09 00:00:00	1.01951	1.02123	1.01543	1.02043	155240	15
2012-07-10 00:00:00	1.02043	1.02443	1.01598	1.01861	188206	13
2012-07-11 00:00:00	1.0186	1.02807	1.01787	1.02474	197648	14
2012-07-12 00:00:00	1.0247	1.02518	1.01	1.01297	208072	14
2012-07-13 00:00:00	1.01297	1.02291	1.01221	1.02251	176650	13
2012-07-15 00:00:00	1.02473	1.02498	1.02298	1.02336	8635	33
2012-07-16 00:00:00	1.02336	1.0259	1.02019	1.02397	151568	15
2012-07-17 00:00:00	1.02397	1.03185	1.02355	1.03152	199239	13
2012-07-18 00:00:00	1.03153	1.03728	1.02882	1.03597	193628	13
2012-07-19 00:00:00	1.03596	1.04437	1.03596	1.04219	195792	15
2012-07-20 00:00:00	1.04218	1.04253	1.0362	1.03762	172937	14
2012-07-22 00:00:00	1.03558	1.03645	1.03348	1.03373	10139	64
2012-07-23 00:00:00	1.03374	1.03398	1.02429	1.02692	215948	14
2012-07-24 00:00:00	1.02695	1.03158	1.02102	1.02131	237948	12
2012-07-25 00:00:00	1.02129	1.03366	1.01683	1.02996	242693	14
2012-07-26 00:00:00	1.02996	1.04218	1.02915	1.0392	238764	15
2012-07-27 00:00:00	1.0392	1.04862	1.03844	1.04802	242244	13
2012-07-29 00:00:00	1.04729	1.04827	1.04594	1.04621	9613	39
2012-07-30 00:00:00	1.04618	1.05078	1.04489	1.04959	197086	14
2012-07-31 00:00:00	1.04962	1.05377	1.04765	1.04808	220889	14
2012-08-01 00:00:00	1.04808	1.0542	1.04475	1.04675	201941	14
2012-08-02 00:00:00	1.04674	1.05792	1.04354	1.04556	209311	12
2012-08-03 00:00:00	1.04556	1.057	1.04456	1.05673	182105	15
2012-08-05 00:00:00	1.05691	1.05769	1.05554	1.05585	8742	44
2012-08-06 00:00:00	1.05583	1.05932	1.0536	1.05603	147012	14
2012-08-07 00:00:00	1.05602	1.06027	1.05329	1.05334	151829	15
2012-08-08 00:00:00	1.05339	1.05818	1.05302	1.0554	155060	13
2012-08-09 00:00:00	1.05538	1.06126	1.05537	1.05713	161018	15
2012-08-10 00:00:00	1.0571	1.05777	1.0497	1.05737	145174	15
2012-08-12 00:00:00	1.0552	1.05647	1.05479	1.05516	4916	36
2012-08-13 00:00:00	1.05516	1.05732	1.04965	1.05115	138440	15
2012-08-14 00:00:00	1.05112	1.05406	1.04778	1.04857	139777	13
2012-08-15 00:00:00	1.04855	1.05144	1.04546	1.04936	116269	15
2012-08-16 00:00:00	1.04934	1.05282	1.04743	1.05234	121986	15
2012-08-17 00:00:00	1.05231	1.05239	1.041	1.04147	119272	13
2012-08-19 00:00:00	1.04312	1.04358	1.04144	1.04346	4937	50
2012-08-20 00:00:00	1.04345	1.04683	1.04253	1.04484	107738	13
2012-08-21 00:00:00	1.04482	1.0518	1.0448	1.04677	126279	13
2012-08-22 00:00:00	1.04673	1.05167	1.04127	1.0507	148249	14
2012-08-23 00:00:00	1.0507	1.05447	1.04214	1.04322	159340	14
2012-08-24 00:00:00	1.04321	1.04424	1.0375	1.04007	135023	15
2012-08-26 00:00:00	1.04223	1.04249	1.04012	1.04019	7476	46
2012-08-27 00:00:00	1.04018	1.04157	1.03582	1.0361	92592	14
2012-08-28 00:00:00	1.0361	1.0389	1.03449	1.03732	122012	13
2012-08-29 00:00:00	1.03731	1.03976	1.03361	1.03382	108395	13
2012-08-30 00:00:00	1.03379	1.03437	1.02762	1.02781	121224	14
2012-08-31 00:00:00	1.02782	1.03544	1.0278	1.03222	127849	14
2012-09-02 00:00:00	1.02854	1.02991	1.02704	1.02704	7212	37
2012-09-03 00:00:00	1.02704	1.02749	1.0232	1.02387	93729	13
2012-09-04 00:00:00	1.02388	1.0287	1.0205	1.02059	132556	14
2012-09-05 00:00:00	1.02059	1.02205	1.01664	1.01891	144791	16
2012-09-06 00:00:00	1.01891	1.02996	1.01608	1.0281	150303	13
2012-09-07 00:00:00	1.0281	1.04	1.02763	1.038	140018	13
2012-09-09 00:00:00	1.037	1.03814	1.03587	1.03607	6303	46
2012-09-10 00:00:00	1.03608	1.03852	1.03302	1.03312	107968	14
2012-09-11 00:00:00	1.03312	1.04488	1.03225	1.0427	132340	13
2012-09-12 00:00:00	1.0427	1.05051	1.0427	1.04606	152796	14
2012-09-13 00:00:00	1.04606	1.05669	1.04275	1.05361	147581	14
2012-09-14 00:00:00	1.05361	1.06242	1.0534	1.05494	149626	16
2012-09-16 00:00:00	1.05524	1.05569	1.05317	1.05347	5648	42
2012-09-17 00:00:00	1.05345	1.05469	1.04549	1.04746	121099	15
2012-09-18 00:00:00	1.04746	1.0486	1.04095	1.04517	136991	15
2012-09-19 00:00:00	1.04516	1.04966	1.04176	1.04698	115043	15
2012-09-20 00:00:00	1.04698	1.04731	1.03671	1.04326	134328	14
2012-09-21 00:00:00	1.04326	1.05186	1.04311	1.04558	119382	15
2012-09-23 00:00:00	1.04439	1.04549	1.04323	1.04337	4814	43
2012-09-24 00:00:00	1.04337	1.04353	1.0386	1.04202	107372	14
2012-09-25 00:00:00	1.04201	1.04618	1.03587	1.03612	129936	15
2012-09-26 00:00:00	1.03615	1.03769	1.03281	1.03707	121929	14
2012-09-27 00:00:00	1.03706	1.04583	1.03641	1.04362	123049	16
2012-09-28 00:00:00	1.04366	1.04737	1.03656	1.03768	137683	14
2012-09-30 00:00:00	1.03634	1.03703	1.03396	1.03513	8222	37
2012-10-01 00:00:00	1.03512	1.04025	1.03258	1.03594	117709	13
2012-10-02 00:00:00	1.03594	1.03754	1.02511	1.02532	143196	15
2012-10-03 00:00:00	1.02532	1.02559	1.0196	1.02297	130172	14
2012-10-04 00:00:00	1.02297	1.02726	1.01817	1.0239	144255	14
2012-10-05 00:00:00	1.02391	1.02741	1.0152	1.01844	121770	13
2012-10-07 00:00:00	1.0155	1.01713	1.01535	1.01701	5119	31
2012-10-08 00:00:00	1.01706	1.02189	1.01485	1.02126	113291	15
2012-10-09 00:00:00	1.02126	1.02466	1.0175	1.01874	137333	15
2012-10-10 00:00:00	1.01874	1.02623	1.01834	1.02208	138698	13
2012-10-11 00:00:00	1.02208	1.02933	1.02178	1.02554	132695	14
2012-10-12 00:00:00	1.02555	1.02891	1.02157	1.02308	122047	14
2012-10-14 00:00:00	1.02542	1.02548	1.02178	1.02215	6379	33
2012-10-15 00:00:00	1.02215	1.02671	1.02016	1.02638	127284	12
2012-10-16 00:00:00	1.02637	1.03141	1.02447	1.03057	120691	14
2012-10-17 00:00:00	1.03056	1.0388	1.02989	1.03772	119719	14
2012-10-18 00:00:00	1.03773	1.04109	1.0352	1.03729	115166	14
2012-10-19 00:00:00	1.03728	1.03776	1.03175	1.0329	93147	16
2012-10-21 00:00:00	1.03148	1.03223	1.03011	1.0304	3680	33
2012-10-22 00:00:00	1.03041	1.03388	1.02959	1.03346	94812	14
2012-10-23 00:00:00	1.03346	1.03359	1.02358	1.02669	110869	14
2012-10-24 00:00:00	1.02668	1.03659	1.02668	1.03432	115756	15
2012-10-25 00:00:00	1.03432	1.03965	1.03318	1.03511	108674	14
2012-10-26 00:00:00	1.03511	1.03851	1.03048	1.03712	106872	15
2012-10-28 00:00:00	1.03633	1.03681	1.03435	1.03502	3553	40
2012-10-29 00:00:00	1.03504	1.03671	1.03249	1.0338	65022	16
2012-10-30 00:00:00	1.03381	1.03829	1.03307	1.03628	56951	13
2012-10-31 00:00:00	1.0362	1.0399	1.03525	1.03714	88703	12
2012-11-01 00:00:00	1.03713	1.04187	1.03547	1.04124	92912	15
2012-11-02 00:00:00	1.04123	1.04131	1.03307	1.03348	96105	14
2012-11-04 00:00:00	1.03387	1.03473	1.03332	1.03407	3018	21
2012-11-05 00:00:00	1.03406	1.03822	1.03336	1.03798	77999	15
2012-11-06 00:00:00	1.038	1.04466	1.03651	1.0428	86150	13
2012-11-07 00:00:00	1.04278	1.04799	1.03935	1.04037	132557	16
2012-11-08 00:00:00	1.04035	1.04428	1.03884	1.03986	108207	14
2012-11-09 00:00:00	1.03987	1.04346	1.03587	1.03866	116708	14
2012-11-11 00:00:00	1.03983	1.03987	1.0385	1.03932	3881	22
2012-11-12 00:00:00	1.03932	1.04397	1.03871	1.04238	65591	16
2012-11-13 00:00:00	1.0424	1.04461	1.03962	1.04431	88402	16
2012-11-14 00:00:00	1.0443	1.04581	1.03575	1.03637	90845	15
2012-11-15 00:00:00	1.03637	1.03861	1.03065	1.03372	102344	16
2012-11-16 00:00:00	1.03371	1.03509	1.02871	1.03383	96500	14
2012-11-18 00:00:00	1.03512	1.03664	1.0347	1.0359	3975	25
2012-11-19 00:00:00	1.0359	1.0417	1.03535	1.03999	79765	17
2012-11-20 00:00:00	1.03999	1.04239	1.0357	1.03871	84723	14
2012-11-21 00:00:00	1.0387	1.03882	1.03377	1.03812	81911	15
2012-11-22 00:00:00	1.03814	1.04006	1.03519	1.03776	49423	14
2012-11-23 00:00:00	1.03777	1.04701	1.03752	1.04598	59632	20
2012-11-25 00:00:00	1.04568	1.0467	1.04517	1.04567	3938	22
2012-11-26 00:00:00	1.04567	1.04779	1.04385	1.04706	66686	15
2012-11-27 00:00:00	1.04705	1.04893	1.0435	1.0442	78076	14
2012-11-28 00:00:00	1.04427	1.04811	1.04269	1.04725	83236	13
2012-11-29 00:00:00	1.04726	1.04801	1.04177	1.04273	81817	14
2012-11-30 00:00:00	1.04271	1.04468	1.04018	1.04269	76389	15
2012-12-02 00:00:00	1.04253	1.04324	1.04188	1.0425	3540	51
2012-12-03 00:00:00	1.0425	1.04456	1.03928	1.04316	78310	15
2012-12-04 00:00:00	1.04316	1.04841	1.04089	1.04737	82287	14
2012-12-05 00:00:00	1.04736	1.04839	1.04415	1.04455	78393	13
2012-12-06 00:00:00	1.04456	1.05151	1.04406	1.04725	87712	12
2012-12-07 00:00:00	1.04723	1.04963	1.0459	1.04837	68762	13
2012-12-09 00:00:00	1.04882	1.04909	1.0477	1.04816	3593	22
2012-12-10 00:00:00	1.04815	1.05053	1.04662	1.04852	54751	12
2012-12-11 00:00:00	1.04851	1.05399	1.0461	1.05354	63581	16
2012-12-12 00:00:00	1.05356	1.05851	1.05229	1.05447	72149	13
2012-12-13 00:00:00	1.0545	1.05634	1.05083	1.05304	68624	12
2012-12-14 00:00:00	1.05301	1.05772	1.05098	1.05658	70166	8
2012-12-16 00:00:00	1.055	1.05721	1.05359	1.05528	5282	34
2012-12-17 00:00:00	1.05529	1.05543	1.05258	1.05438	59413	14
2012-12-18 00:00:00	1.05435	1.05567	1.05113	1.0517	64351	14
2012-12-19 00:00:00	1.05167	1.05321	1.04667	1.0475	71478	13
2012-12-20 00:00:00	1.0475	1.04993	1.04607	1.04786	70116	14
2012-12-21 00:00:00	1.0479	1.04798	1.0394	1.03948	82708	14
2012-12-23 00:00:00	1.03969	1.04059	1.03939	1.0394	4385	31
2012-12-24 00:00:00	1.0394	1.04156	1.03555	1.03661	51088	12
2012-12-25 00:00:00	1.03661	1.0378	1.03559	1.03716	5795	21
2012-12-26 00:00:00	1.03715	1.03857	1.03443	1.03637	55133	25
2012-12-27 00:00:00	1.03637	1.03883	1.03455	1.03681	69836	15
2012-12-28 00:00:00	1.03677	1.03956	1.0361	1.03708	60832	16
2012-12-30 00:00:00	1.03648	1.03924	1.03648	1.039	4126	36
2012-12-31 00:00:00	1.03897	1.04084	1.03641	1.03893	57258	17
2013-01-01 00:00:00	1.03927	1.04019	1.03742	1.03903	4098	54
2013-01-02 00:00:00	1.03897	1.05231	1.03868	1.0491	104918	25
2013-01-03 00:00:00	1.04911	1.05271	1.04485	1.04487	80396	17
2013-01-04 00:00:00	1.04487	1.0487	1.0394	1.04778	82759	15
2013-01-06 00:00:00	1.04768	1.0512	1.04758	1.0495	5859	57
2013-01-07 00:00:00	1.04947	1.0515	1.0467	1.05107	74898	15
2013-01-08 00:00:00	1.05106	1.05163	1.04691	1.05112	74741	14
2013-01-09 00:00:00	1.05113	1.05347	1.04862	1.0504	79538	15
2013-01-10 00:00:00	1.0504	1.05982	1.04932	1.05782	91054	15
2013-01-11 00:00:00	1.05781	1.05905	1.05296	1.05351	79455	16
2013-01-13 00:00:00	1.05491	1.05503	1.05249	1.05359	3497	45
2013-01-14 00:00:00	1.05357	1.0577	1.0521	1.05635	69021	16
2013-01-15 00:00:00	1.05635	1.05718	1.05255	1.05694	86408	11
2013-01-16 00:00:00	1.05693	1.05795	1.05314	1.05538	89126	14
2013-01-17 00:00:00	1.05534	1.05663	1.04936	1.05441	100207	15
2013-01-18 00:00:00	1.0544	1.05574	1.0485	1.05087	92524	14
2013-01-20 00:00:00	1.05056	1.05107	1.0495	1.05028	3647	29
2013-01-21 00:00:00	1.05027	1.05251	1.04924	1.05139	55459	16
2013-01-22 00:00:00	1.05139	1.0578	1.05041	1.05595	95584	15
2013-01-23 00:00:00	1.05596	1.05673	1.0527	1.05343	83873	12
2013-01-24 00:00:00	1.05343	1.05478	1.04432	1.04432	103401	14
2013-01-25 00:00:00	1.04433	1.04679	1.04027	1.04229	86050	13
2013-01-27 00:00:00	1.04148	1.04191	1.04082	1.04097	5137	23
2013-01-28 00:00:00	1.04096	1.0429	1.0384	1.04208	78912	15
2013-01-29 00:00:00	1.04208	1.0476	1.04183	1.04626	88208	14
2013-01-30 00:00:00	1.04624	1.0475	1.03988	1.04154	91984	14
2013-01-31 00:00:00	1.0415	1.04506	1.03798	1.04303	91190	14
2013-02-01 00:00:00	1.04302	1.04455	1.03606	1.0405	90699	16
2013-02-03 00:00:00	1.04244	1.0427	1.04133	1.04236	4761	40
2013-02-04 00:00:00	1.04231	1.0442	1.04086	1.04401	78574	14
2013-02-05 00:00:00	1.04401	1.0457	1.037	1.03895	96408	16
2013-02-06 00:00:00	1.03895	1.03997	1.02962	1.03168	96971	14
2013-02-07 00:00:00	1.03168	1.03383	1.02728	1.02771	99066	16
2013-02-08 00:00:00	1.02771	1.03476	1.0255	1.03169	85796	18
2013-02-10 00:00:00	1.03116	1.03237	1.03067	1.03189	4284	36
2013-02-11 00:00:00	1.03188	1.03244	1.02483	1.02585	68190	14
2013-02-12 00:00:00	1.02583	1.0339	1.02266	1.03365	92763	17
2013-02-13 00:00:00	1.03364	1.0371	1.03185	1.03549	80307	16
2013-02-14 00:00:00	1.03549	1.03718	1.0326	1.03482	87523	16
2013-02-15 00:00:00	1.03482	1.03743	1.02873	1.03046	78885	13
2013-02-17 00:00:00	1.02891	1.0302	1.02795	1.02967	4070	35
2013-02-18 00:00:00	1.02963	1.0319	1.02747	1.03154	63132	17
2013-02-19 00:00:00	1.03153	1.03672	1.03017	1.03462	81476	14
2013-02-20 00:00:00	1.03461	1.03669	1.0237	1.02461	93839	14
2013-02-21 00:00:00	1.0246	1.03071	1.02208	1.02926	101691	14
2013-02-22 00:00:00	1.02925	1.034	1.02699	1.03196	87406	16
2013-02-24 00:00:00	1.03023	1.03029	1.02796	1.02961	6683	26
2013-02-25 00:00:00	1.02961	1.03278	1.02472	1.02686	141261	15
2013-02-26 00:00:00	1.02686	1.02918	1.02	1.02334	151958	15
2013-02-27 00:00:00	1.02333	1.02453	1.01825	1.02282	135854	15
2013-02-28 00:00:00	1.02285	1.02894	1.01941	1.02161	124077	15
2013-03-01 00:00:00	1.02161	1.02409	1.01818	1.02028	115748	14
2013-03-03 00:00:00	1.02006	1.02049	1.01913	1.01952	4192	28
2013-03-04 00:00:00	1.0195	1.02057	1.01147	1.0202	100054	17
2013-03-05 00:00:00	1.0202	1.02692	1.01928	1.02641	110122	13
2013-03-06 00:00:00	1.02642	1.03006	1.02223	1.02325	99467	15
2013-03-07 00:00:00	1.02325	1.02892	1.02184	1.02703	106756	15
2013-03-08 00:00:00	1.02702	1.02825	1.02108	1.02319	105485	16
2013-03-10 00:00:00	1.02039	1.02178	1.02034	1.02127	6176	32
2013-03-11 00:00:00	1.02127	1.02845	1.02106	1.02758	87576	14
2013-03-12 00:00:00	1.02758	1.03349	1.02664	1.03265	107871	14
2013-03-13 00:00:00	1.03266	1.03335	1.02817	1.02986	112879	15
2013-03-14 00:00:00	1.02986	1.04008	1.02973	1.03792	126269	14
2013-03-15 00:00:00	1.03792	1.04132	1.03607	1.04073	98030	14
2013-03-17 00:00:00	1.03515	1.03742	1.03428	1.03516	13331	39
2013-03-18 00:00:00	1.03516	1.04091	1.03435	1.0392	104932	16
2013-03-19 00:00:00	1.0392	1.04051	1.03505	1.03607	112650	14
2013-03-20 00:00:00	1.03607	1.0405	1.03549	1.03763	102177	14
2013-03-21 00:00:00	1.03763	1.04577	1.03629	1.04374	117424	14
2013-03-22 00:00:00	1.04374	1.04594	1.04206	1.04424	80335	13
2013-03-24 00:00:00	1.04389	1.04606	1.04389	1.04476	8454	55
2013-03-25 00:00:00	1.04476	1.04791	1.04321	1.04608	108772	15
2013-03-26 00:00:00	1.0461	1.04964	1.04468	1.04734	94393	14
2013-03-27 00:00:00	1.04734	1.04816	1.04175	1.04479	101970	16
2013-03-28 00:00:00	1.04478	1.04569	1.03963	1.0415	101720	12
2013-03-29 00:00:00	1.0415	1.04267	1.0401	1.04163	37925	18
2013-03-31 00:00:00	1.04173	1.0419	1.04026	1.04113	3090	50
2013-04-01 00:00:00	1.04113	1.04394	1.03857	1.04352	49641	15
2013-04-02 00:00:00	1.04356	1.0479	1.04356	1.04558	91648	15
2013-04-03 00:00:00	1.04558	1.04968	1.04457	1.04528	90125	14
2013-04-04 00:00:00	1.04529	1.04896	1.03854	1.04231	125491	14
2013-04-05 00:00:00	1.04232	1.04372	1.03547	1.03812	114817	13
2013-04-07 00:00:00	1.03665	1.03751	1.03473	1.03511	9013	43
2013-04-08 00:00:00	1.03511	1.04231	1.03507	1.04187	98911	14
